// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 1 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="D:\NewProjects\Games\PETAR-PlanetExplorer\BenchmarkSuite1\bin\Release\net8.0\BenchmarkSuite1-Job-CNUJVU-1/" /p:OutDir="D:\NewProjects\Games\PETAR-PlanetExplorer\BenchmarkSuite1\bin\Release\net8.0\BenchmarkSuite1-Job-CNUJVU-1\bin\Release\net8.0/" /p:OutputPath="D:\NewProjects\Games\PETAR-PlanetExplorer\BenchmarkSuite1\bin\Release\net8.0\BenchmarkSuite1-Job-CNUJVU-1\bin\Release\net8.0/" /p:PublishDir="D:\NewProjects\Games\PETAR-PlanetExplorer\BenchmarkSuite1\bin\Release\net8.0\BenchmarkSuite1-Job-CNUJVU-1\publish/" in D:\NewProjects\Games\PETAR-PlanetExplorer\BenchmarkSuite1\bin\Release\net8.0\BenchmarkSuite1-Job-CNUJVU-1
// command took 1.4 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="D:\NewProjects\Games\PETAR-PlanetExplorer\BenchmarkSuite1\bin\Release\net8.0\BenchmarkSuite1-Job-CNUJVU-1/" /p:OutDir="D:\NewProjects\Games\PETAR-PlanetExplorer\BenchmarkSuite1\bin\Release\net8.0\BenchmarkSuite1-Job-CNUJVU-1\bin\Release\net8.0/" /p:OutputPath="D:\NewProjects\Games\PETAR-PlanetExplorer\BenchmarkSuite1\bin\Release\net8.0\BenchmarkSuite1-Job-CNUJVU-1\bin\Release\net8.0/" /p:PublishDir="D:\NewProjects\Games\PETAR-PlanetExplorer\BenchmarkSuite1\bin\Release\net8.0\BenchmarkSuite1-Job-CNUJVU-1\publish/" --output "D:\NewProjects\Games\PETAR-PlanetExplorer\BenchmarkSuite1\bin\Release\net8.0\BenchmarkSuite1-Job-CNUJVU-1\bin\Release\net8.0/" in D:\NewProjects\Games\PETAR-PlanetExplorer\BenchmarkSuite1\bin\Release\net8.0\BenchmarkSuite1-Job-CNUJVU-1
// command took 6.16 sec and exited with 0
// ***** Done, took 00:00:07 (7.66 sec)   *****
// Found 1 benchmarks:
//   HeightMapFlyoverRendererWaterCacheMissBenchmark.WaterCacheMissFrame: Job-CNUJVU(InvocationCount=1, UnrollFactor=1)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
OverheadActual  15: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

OverheadWarmup   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   3: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   5: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   6: 1 op, 300.00 ns, 300.0000 ns/op

// BeforeActualRun
WorkloadActual   1: 1 op, 6842300.00 ns, 6.8423 ms/op
WorkloadActual   2: 1 op, 7747900.00 ns, 7.7479 ms/op
WorkloadActual   3: 1 op, 8238000.00 ns, 8.2380 ms/op
WorkloadActual   4: 1 op, 8326100.00 ns, 8.3261 ms/op
WorkloadActual   5: 1 op, 7838500.00 ns, 7.8385 ms/op
WorkloadActual   6: 1 op, 8015000.00 ns, 8.0150 ms/op
WorkloadActual   7: 1 op, 7794000.00 ns, 7.7940 ms/op
WorkloadActual   8: 1 op, 4799600.00 ns, 4.7996 ms/op
WorkloadActual   9: 1 op, 4417100.00 ns, 4.4171 ms/op
WorkloadActual  10: 1 op, 4760600.00 ns, 4.7606 ms/op
WorkloadActual  11: 1 op, 4363900.00 ns, 4.3639 ms/op
WorkloadActual  12: 1 op, 4572600.00 ns, 4.5726 ms/op
WorkloadActual  13: 1 op, 4615200.00 ns, 4.6152 ms/op
WorkloadActual  14: 1 op, 4613000.00 ns, 4.6130 ms/op
WorkloadActual  15: 1 op, 4662900.00 ns, 4.6629 ms/op
WorkloadActual  16: 1 op, 4820700.00 ns, 4.8207 ms/op
WorkloadActual  17: 1 op, 4528300.00 ns, 4.5283 ms/op
WorkloadActual  18: 1 op, 4556000.00 ns, 4.5560 ms/op
WorkloadActual  19: 1 op, 11113900.00 ns, 11.1139 ms/op
WorkloadActual  20: 1 op, 4621000.00 ns, 4.6210 ms/op
WorkloadActual  21: 1 op, 4280200.00 ns, 4.2802 ms/op
WorkloadActual  22: 1 op, 4552500.00 ns, 4.5525 ms/op
WorkloadActual  23: 1 op, 4496900.00 ns, 4.4969 ms/op
WorkloadActual  24: 1 op, 4401600.00 ns, 4.4016 ms/op
WorkloadActual  25: 1 op, 4279300.00 ns, 4.2793 ms/op
WorkloadActual  26: 1 op, 4608000.00 ns, 4.6080 ms/op
WorkloadActual  27: 1 op, 4274300.00 ns, 4.2743 ms/op
WorkloadActual  28: 1 op, 4398900.00 ns, 4.3989 ms/op
WorkloadActual  29: 1 op, 4666300.00 ns, 4.6663 ms/op
WorkloadActual  30: 1 op, 4292800.00 ns, 4.2928 ms/op
WorkloadActual  31: 1 op, 4489600.00 ns, 4.4896 ms/op
WorkloadActual  32: 1 op, 4736100.00 ns, 4.7361 ms/op
WorkloadActual  33: 1 op, 4623400.00 ns, 4.6234 ms/op
WorkloadActual  34: 1 op, 4514600.00 ns, 4.5146 ms/op
WorkloadActual  35: 1 op, 4596900.00 ns, 4.5969 ms/op
WorkloadActual  36: 1 op, 4326600.00 ns, 4.3266 ms/op
WorkloadActual  37: 1 op, 4581900.00 ns, 4.5819 ms/op
WorkloadActual  38: 1 op, 4372000.00 ns, 4.3720 ms/op
WorkloadActual  39: 1 op, 4562200.00 ns, 4.5622 ms/op
WorkloadActual  40: 1 op, 4596800.00 ns, 4.5968 ms/op
WorkloadActual  41: 1 op, 4310800.00 ns, 4.3108 ms/op
WorkloadActual  42: 1 op, 4313800.00 ns, 4.3138 ms/op
WorkloadActual  43: 1 op, 4588800.00 ns, 4.5888 ms/op
WorkloadActual  44: 1 op, 4324100.00 ns, 4.3241 ms/op
WorkloadActual  45: 1 op, 4378700.00 ns, 4.3787 ms/op
WorkloadActual  46: 1 op, 4626700.00 ns, 4.6267 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 4799400.00 ns, 4.7994 ms/op
WorkloadResult   2: 1 op, 4416900.00 ns, 4.4169 ms/op
WorkloadResult   3: 1 op, 4760400.00 ns, 4.7604 ms/op
WorkloadResult   4: 1 op, 4363700.00 ns, 4.3637 ms/op
WorkloadResult   5: 1 op, 4572400.00 ns, 4.5724 ms/op
WorkloadResult   6: 1 op, 4615000.00 ns, 4.6150 ms/op
WorkloadResult   7: 1 op, 4612800.00 ns, 4.6128 ms/op
WorkloadResult   8: 1 op, 4662700.00 ns, 4.6627 ms/op
WorkloadResult   9: 1 op, 4820500.00 ns, 4.8205 ms/op
WorkloadResult  10: 1 op, 4528100.00 ns, 4.5281 ms/op
WorkloadResult  11: 1 op, 4555800.00 ns, 4.5558 ms/op
WorkloadResult  12: 1 op, 4620800.00 ns, 4.6208 ms/op
WorkloadResult  13: 1 op, 4280000.00 ns, 4.2800 ms/op
WorkloadResult  14: 1 op, 4552300.00 ns, 4.5523 ms/op
WorkloadResult  15: 1 op, 4496700.00 ns, 4.4967 ms/op
WorkloadResult  16: 1 op, 4401400.00 ns, 4.4014 ms/op
WorkloadResult  17: 1 op, 4279100.00 ns, 4.2791 ms/op
WorkloadResult  18: 1 op, 4607800.00 ns, 4.6078 ms/op
WorkloadResult  19: 1 op, 4274100.00 ns, 4.2741 ms/op
WorkloadResult  20: 1 op, 4398700.00 ns, 4.3987 ms/op
WorkloadResult  21: 1 op, 4666100.00 ns, 4.6661 ms/op
WorkloadResult  22: 1 op, 4292600.00 ns, 4.2926 ms/op
WorkloadResult  23: 1 op, 4489400.00 ns, 4.4894 ms/op
WorkloadResult  24: 1 op, 4735900.00 ns, 4.7359 ms/op
WorkloadResult  25: 1 op, 4623200.00 ns, 4.6232 ms/op
WorkloadResult  26: 1 op, 4514400.00 ns, 4.5144 ms/op
WorkloadResult  27: 1 op, 4596700.00 ns, 4.5967 ms/op
WorkloadResult  28: 1 op, 4326400.00 ns, 4.3264 ms/op
WorkloadResult  29: 1 op, 4581700.00 ns, 4.5817 ms/op
WorkloadResult  30: 1 op, 4371800.00 ns, 4.3718 ms/op
WorkloadResult  31: 1 op, 4562000.00 ns, 4.5620 ms/op
WorkloadResult  32: 1 op, 4596600.00 ns, 4.5966 ms/op
WorkloadResult  33: 1 op, 4310600.00 ns, 4.3106 ms/op
WorkloadResult  34: 1 op, 4313600.00 ns, 4.3136 ms/op
WorkloadResult  35: 1 op, 4588600.00 ns, 4.5886 ms/op
WorkloadResult  36: 1 op, 4323900.00 ns, 4.3239 ms/op
WorkloadResult  37: 1 op, 4378500.00 ns, 4.3785 ms/op
WorkloadResult  38: 1 op, 4626500.00 ns, 4.6265 ms/op
// GC:  0 0 0 5456 1
// Threading:  0 0 1

// AfterAll
// Benchmark Process 34464 has exited with code 0.

Mean = 4.514 ms, StdErr = 0.025 ms (0.56%), N = 38, StdDev = 0.156 ms
Min = 4.274 ms, Q1 = 4.373 ms, Median = 4.554 ms, Q3 = 4.614 ms, Max = 4.821 ms
IQR = 0.241 ms, LowerFence = 4.012 ms, UpperFence = 4.976 ms
ConfidenceInterval = [4.423 ms; 4.604 ms] (CI 99.9%), Margin = 0.090 ms (2.00% of Mean)
Skewness = 0.01, Kurtosis = 1.92, MValue = 2.75

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2026-04-07 8:20 (0h 0m from now) **
Successfully reverted power plan (GUID: 381b4222-f694-41f0-9685-ff5bb260df2e FriendlyName: Balanced)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\PETAR_PlanetExplorer.Performance.HeightMapFlyoverRendererWaterCacheMissBenchmark-report.csv
  BenchmarkDotNet.Artifacts\results\PETAR_PlanetExplorer.Performance.HeightMapFlyoverRendererWaterCacheMissBenchmark-report-github.md
  BenchmarkDotNet.Artifacts\results\PETAR_PlanetExplorer.Performance.HeightMapFlyoverRendererWaterCacheMissBenchmark-report.html

// * Detailed results *
HeightMapFlyoverRendererWaterCacheMissBenchmark.WaterCacheMissFrame: Job-CNUJVU(InvocationCount=1, UnrollFactor=1)
Runtime = .NET 8.0.25 (8.0.2526.11203), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 4.514 ms, StdErr = 0.025 ms (0.56%), N = 38, StdDev = 0.156 ms
Min = 4.274 ms, Q1 = 4.373 ms, Median = 4.554 ms, Q3 = 4.614 ms, Max = 4.821 ms
IQR = 0.241 ms, LowerFence = 4.012 ms, UpperFence = 4.976 ms
ConfidenceInterval = [4.423 ms; 4.604 ms] (CI 99.9%), Margin = 0.090 ms (2.00% of Mean)
Skewness = 0.01, Kurtosis = 1.92, MValue = 2.75
-------------------- Histogram --------------------
[4.266 ms ; 4.387 ms) | @@@@@@@@@@@
[4.387 ms ; 4.510 ms) | @@@@@
[4.510 ms ; 4.631 ms) | @@@@@@@@@@@@@@@@
[4.631 ms ; 4.839 ms) | @@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet v0.15.2, Windows 11 (10.0.26200.8117)
Intel Core i9-10900KF CPU 3.70GHz, 1 CPU, 20 logical and 10 physical cores
.NET SDK 10.0.201
  [Host]     : .NET 8.0.25 (8.0.2526.11203), X64 RyuJIT AVX2
  Job-CNUJVU : .NET 8.0.25 (8.0.2526.11203), X64 RyuJIT AVX2

InvocationCount=1  UnrollFactor=1  

| Method              | Mean     | Error     | StdDev    |
|-------------------- |---------:|----------:|----------:|
| WaterCacheMissFrame | 4.514 ms | 0.0902 ms | 0.1555 ms |

// * Warnings *
MinIterationTime
  HeightMapFlyoverRendererWaterCacheMissBenchmark.WaterCacheMissFrame: InvocationCount=1, UnrollFactor=1 -> The minimum observed iteration time is 4.274ms which is very small. It's recommended to increase it to at least 100ms using more operations.

// * Hints *
Outliers
  HeightMapFlyoverRendererWaterCacheMissBenchmark.WaterCacheMissFrame: InvocationCount=1, UnrollFactor=1 -> 8 outliers were removed (6.84 ms..11.11 ms)

// * Legends *
  Mean   : Arithmetic mean of all measurements
  Error  : Half of 99.9% confidence interval
  StdDev : Standard deviation of all measurements
  1 ms   : 1 Millisecond (0.001 sec)

// * Diagnostic Output - CPUUsageDiagnoser *
Saving diagsession as a directory. This may take a moment...
Exported diagsession file: D:\NewProjects\Games\PETAR-PlanetExplorer\BenchmarkSuite1\bin\Release\net8.0\BenchmarkDotNet.Artifacts\BenchmarkDotNet_HeightMapFlyoverRendererWaterCacheMissBenchmark_20260407_082042.
Opening diagsession in VisualStudio: 3468


// ***** BenchmarkRunner: End *****
Run time: 00:00:05 (5.47 sec), executed benchmarks: 1

Global total time: 00:00:17 (17.15 sec), executed benchmarks: 1
// * Artifacts cleanup *
Artifacts cleanup is finished
